date,equity,daily_return
2021-06-11,1000000.0,0.0
2021-06-14,1000000.0,0.0
2021-06-15,1000000.0,0.0
2021-06-16,1000000.0,0.0
2021-06-17,1000000.0,0.0
2021-06-18,1000000.0,0.0
2021-06-21,1000000.0,0.0
2021-06-22,1000000.0,0.0
2021-06-23,1000000.0,0.0
2021-06-24,1000000.0,0.0
2021-06-25,1000000.0,0.0
2021-06-28,1000000.0,0.0
2021-06-29,1000000.0,0.0
2021-06-30,1000000.0,0.0
2021-07-01,1000000.0,0.0
2021-07-02,1000000.0,0.0
2021-07-05,1000000.0,0.0
2021-07-06,1000000.0,0.0
2021-07-07,1000000.0,0.0
2021-07-08,1000000.0,0.0
2021-07-09,1000000.0,0.0
2021-07-12,1000000.0,0.0
2021-07-13,1000000.0,0.0
2021-07-14,1000000.0,0.0
2021-07-15,1000000.0,0.0
2021-07-16,1000000.0,0.0
2021-07-19,1000000.0,0.0
2021-07-20,1000000.0,0.0
2021-07-21,1000000.0,0.0
2021-07-22,1000000.0,0.0
2021-07-23,1000000.0,0.0
2021-07-26,1000000.0,0.0
2021-07-27,1000000.0,0.0
2021-07-28,1000000.0,0.0
2021-07-29,1000000.0,0.0
2021-07-30,1000000.0,0.0
2021-08-02,1000000.0,0.0
2021-08-03,1000000.0,0.0
2021-08-04,1000000.0,0.0
2021-08-05,1000000.0,0.0
2021-08-06,1000000.0,0.0
2021-08-09,1000000.0,0.0
2021-08-10,1000000.0,0.0
2021-08-11,1000000.0,0.0
2021-08-12,1000000.0,0.0
2021-08-13,1000000.0,0.0
2021-08-16,1000000.0,0.0
2021-08-17,1000000.0,0.0
2021-08-18,1000000.0,0.0
2021-08-19,1000000.0,0.0
2021-08-20,1000000.0,0.0
2021-08-23,1000000.0,0.0
2021-08-24,1000000.0,0.0
2021-08-25,1000000.0,0.0
2021-08-26,1000000.0,0.0
2021-08-27,1000000.0,0.0
2021-08-30,1000000.0,0.0
2021-08-31,1000000.0,0.0
2021-09-01,1000000.0,0.0
2021-09-02,1000000.0,0.0
2021-09-03,1000000.0,0.0
2021-09-06,1000000.0,0.0
2021-09-07,1000000.0,0.0
2021-09-08,1000000.0,0.0
2021-09-09,1000000.0,0.0
2021-09-10,1000000.0,0.0
2021-09-13,1000000.0,0.0
2021-09-14,1000000.0,0.0
2021-09-15,1000000.0,0.0
2021-09-16,1000000.0,0.0
2021-09-17,1000000.0,0.0
2021-09-20,1000000.0,0.0
2021-09-21,1000000.0,0.0
2021-09-22,1000000.0,0.0
2021-09-23,1000000.0,0.0
2021-09-24,1000000.0,0.0
2021-09-27,1000000.0,0.0
2021-09-28,1000000.0,0.0
2021-09-29,1000000.0,0.0
2021-09-30,1000000.0,0.0
2021-10-01,1000000.0,0.0
2021-10-04,1000000.0,0.0
2021-10-05,1000000.0,0.0
2021-10-06,1000000.0,0.0
2021-10-07,1000000.0,0.0
2021-10-08,1000000.0,0.0
2021-10-11,1000000.0,0.0
2021-10-12,1000000.0,0.0
2021-10-13,1000000.0,0.0
2021-10-14,1000000.0,0.0
2021-10-15,1000000.0,0.0
2021-10-18,1000000.0,0.0
2021-10-19,1000000.0,0.0
2021-10-20,1000000.0,0.0
2021-10-21,1000000.0,0.0
2021-10-22,1000000.0,0.0
2021-10-25,1000000.0,0.0
2021-10-26,1000000.0,0.0
2021-10-27,1000000.0,0.0
2021-10-28,1000000.0,0.0
2021-10-29,1000000.0,0.0
2021-11-01,1000000.0,0.0
2021-11-02,1000000.0,0.0
2021-11-03,1000000.0,0.0
2021-11-04,1000000.0,0.0
2021-11-05,1000000.0,0.0
2021-11-08,1000000.0,0.0
2021-11-09,1000000.0,0.0
2021-11-10,1000000.0,0.0
2021-11-11,1000000.0,0.0
2021-11-12,1000000.0,0.0
2021-11-15,1000000.0,0.0
2021-11-16,1000000.0,0.0
2021-11-17,1000000.0,0.0
2021-11-18,1000000.0,0.0
2021-11-19,1000000.0,0.0
2021-11-22,1000000.0,0.0
2021-11-23,1000000.0,0.0
2021-11-24,1000000.0,0.0
2021-11-25,1000000.0,0.0
2021-11-26,1000000.0,0.0
2021-11-29,1000000.0,0.0
2021-11-30,1000000.0,0.0
2021-12-01,1000000.0,0.0
2021-12-02,1000000.0,0.0
2021-12-03,1000000.0,0.0
2021-12-06,1000000.0,0.0
2021-12-07,1000000.0,0.0
2021-12-08,1000000.0,0.0
2021-12-09,1000000.0,0.0
2021-12-10,1000000.0,0.0
2021-12-13,999944.0,-5.599999999994498e-05
2021-12-14,1000048.7188603617,0.00010472472494638119
2021-12-15,999988.6158978223,-6.010003453427171e-05
2021-12-16,1000113.699215645,0.00012508474180017437
2021-12-17,999964.516298043,-0.00014916595754965734
2021-12-20,999847.5298258484,-0.00011699062345493783
2021-12-21,999800.3356843918,-4.7201338252866876e-05
2021-12-22,999754.9381801509,-4.5406570312600536e-05
2021-12-23,999765.845594625,1.0910088120041905e-05
2021-12-24,999779.4812520932,1.3638851065200797e-05
2021-12-27,999680.6349095898,-9.88681447829931e-05
2021-12-28,999686.7109144587,6.077945952753794e-06
2021-12-29,999624.9628408889,-6.176742462982165e-05
2021-12-30,999694.5863257133,6.964960601485437e-05
2021-12-31,999653.9705832587,-4.0628150847488165e-05
2022-01-03,999683.1511691404,2.9190686718028047e-05
2022-01-04,999640.338235921,-4.2826502746673434e-05
2022-01-05,999615.7830466274,-2.4564024033835175e-05
2022-01-06,999693.7788701775,7.802580238602808e-05
2022-01-07,999768.7879780142,7.503208424641805e-05
2022-01-10,999626.4397217126,-0.00014238117654130633
2022-01-11,999641.7187787812,1.5284766850420795e-05
2022-01-12,999504.1516828872,-0.00013761640126630503
2022-01-13,999457.5570931894,-4.661770500835605e-05
2022-01-14,999389.7255777606,-6.786833012306648e-05
2022-01-17,999274.0075254276,-0.00011578871522421874
2022-01-18,999169.6976141029,-0.00010438569455351043
2022-01-19,999169.6976141029,0.0
2022-01-20,999169.6976141029,0.0
2022-01-21,999169.6976141029,0.0
2022-01-24,999169.6976141029,0.0
2022-01-25,999169.6976141029,0.0
2022-01-26,999169.6976141029,0.0
2022-01-27,999169.6976141029,0.0
2022-01-28,999169.6976141029,0.0
2022-01-31,999169.6976141029,0.0
2022-02-01,999169.6976141029,0.0
2022-02-02,999169.6976141029,0.0
2022-02-03,999169.6976141029,0.0
2022-02-04,999169.6976141029,0.0
2022-02-07,999169.6976141029,0.0
2022-02-08,999169.6976141029,0.0
2022-02-09,999169.6976141029,0.0
2022-02-10,999169.6976141029,0.0
2022-02-11,999169.6976141029,0.0
2022-02-14,999001.6976141029,-0.00016813960671657746
2022-02-15,998245.5733129416,-0.0007568798961674617
2022-02-16,999815.0915752861,0.0015722767065580179
2022-02-17,998463.2519614613,-0.001352089626587727
2022-02-18,1000599.5378650895,0.0021395738896063943
2022-02-21,1001065.5257750023,0.00046570869991313657
2022-02-22,997947.7530053073,-0.003114454238428932
2022-02-23,999317.6688226626,0.001372733004538329
2022-02-24,1000062.3922132081,0.0007452318854954676
2022-02-25,999201.6875526063,-0.0008606509626833958
2022-02-28,1001927.1568641082,0.0027276468259149755
2022-03-01,1005045.0499096737,0.0031118959339559993
2022-03-02,1004869.0728792389,-0.00017509367411017163
2022-03-03,1003717.0173485625,-0.0011464732687765933
2022-03-04,1003816.6981584184,9.931166666810043e-05
2022-03-07,1003568.5801344061,-0.0002471746330455771
2022-03-08,1001092.0926615159,-0.002467681354231477
2022-03-09,1002168.8006645173,0.0010755334208452094
2022-03-10,1001424.6536051097,-0.0007425366454376636
2022-03-11,1002984.1363580353,0.0015572641908818685
2022-03-14,1002605.6361532223,-0.00037737406913274096
2022-03-15,1001310.2119912648,-0.00129205753014483
2022-03-16,1004056.7111457878,0.0027429053670202652
2022-03-17,1004291.2209328006,0.00023356229225846015
2022-03-18,1002335.5978527954,-0.001947266927404545
2022-03-21,999618.2979811294,-0.0027109681402984753
2022-03-22,998771.9713665671,-0.0008466497824936026
2022-03-23,998362.0330299754,-0.00041044237157639163
2022-03-24,997738.7864525312,-0.0006242691096260966
2022-03-25,997101.1701346033,-0.0006390613721602989
2022-03-28,998758.0525934703,0.0016616994428393372
2022-03-29,998973.5499762966,0.00021576535204559377
2022-03-30,1000430.1910438783,0.0014581377731335277
2022-03-31,1000350.7459546309,-7.941092737773214e-05
2022-04-01,1000775.1497548737,0.0004242549945197016
2022-04-04,1000814.4766907968,3.929647527001201e-05
2022-04-05,1000814.4766907968,0.0
2022-04-06,1000814.4766907968,0.0
2022-04-07,1000814.4766907968,0.0
2022-04-08,1000814.4766907968,0.0
2022-04-11,1000814.4766907968,0.0
2022-04-12,1000814.4766907968,0.0
2022-04-13,1000814.4766907968,0.0
2022-04-14,1000814.4766907968,0.0
2022-04-15,1000814.4766907968,0.0
2022-04-18,1000814.4766907968,0.0
2022-04-19,1000814.4766907968,0.0
2022-04-20,1000814.4766907968,0.0
2022-04-21,1000814.4766907968,0.0
2022-04-22,1000814.4766907968,0.0
2022-04-25,1000814.4766907968,0.0
2022-04-26,1000814.4766907968,0.0
2022-04-27,1000814.4766907968,0.0
2022-04-28,1000814.4766907968,0.0
2022-04-29,1000814.4766907968,0.0
2022-05-02,1000814.4766907968,0.0
2022-05-03,1000814.4766907968,0.0
2022-05-04,1000814.4766907968,0.0
2022-05-05,1000814.4766907968,0.0
2022-05-06,1000814.4766907968,0.0
2022-05-09,1000702.4766907968,-0.0001119088528478418
2022-05-10,1000573.4637921255,-0.00012892233373695827
2022-05-11,1000465.8784754116,-0.00010752365579047574
2022-05-12,1000459.9649355368,-5.910786166629656e-06
2022-05-13,1000428.2318884234,-3.171845773508597e-05
2022-05-16,1000398.0097527322,-3.0209199148756305e-05
2022-05-17,1000432.1596647487,3.413632542592637e-05
2022-05-18,1000393.0669412363,-3.907583651208135e-05
2022-05-19,1000502.0093360415,0.00010889958997650773
2022-05-20,1000379.3087195042,-0.0001226390505889574
2022-05-23,1000332.4228124477,-4.686812956633535e-05
2022-05-24,1000326.4388190815,-5.9820048112779745e-06
2022-05-25,1000211.9525595107,-0.00011444889900735777
2022-05-26,1000128.0235597113,-8.391121460271656e-05
2022-05-27,1000157.9782417481,2.9950847622695065e-05
2022-05-30,1000122.7615949817,-3.5211084181252517e-05
2022-05-31,1000270.9539089617,0.00014817412388823392
2022-06-01,1000350.009380495,7.903405694653642e-05
2022-06-02,1000371.6714700322,2.1654510255597614e-05
2022-06-03,1000445.8405735911,7.414154726093081e-05
2022-06-06,1000378.1155173188,-6.769487515023709e-05
2022-06-07,1000367.5385955881,-1.0572923944129897e-05
2022-06-08,1000504.0443890466,0.00013645564074393768
2022-06-09,1000398.7849585232,-0.00010520640182687391
2022-06-10,1000393.5478083616,-5.235062497499499e-06
2022-06-13,1000452.3819385611,5.881098526505646e-05
2022-06-14,1000333.4033309611,-0.00011892480816466655
2022-06-15,1000329.7541391734,-3.647975540532755e-06
2022-06-16,1000311.3214904754,-1.8426572459429025e-05
2022-06-17,1000306.5422251875,-4.777777863007593e-06
2022-06-20,1000498.5714302012,0.00019197035799289885
2022-06-21,1000437.9097998766,-6.063140124012989e-05
2022-06-22,1000521.8239005408,8.38773699418649e-05
2022-06-23,1000547.4609243221,2.5623652746942227e-05
2022-06-24,1000488.8085508969,-5.862028111192075e-05
2022-06-27,1000505.8548405557,1.703796135754665e-05
2022-06-28,1000438.4333415058,-6.738741080192234e-05
2022-06-29,1000411.7240853434,-2.6697551065879566e-05
2022-06-30,1000488.7719699049,7.701617514710435e-05
2022-07-01,1000513.9856944898,2.520140684358907e-05
2022-07-04,1000517.2429027627,3.2555349744889384e-06
2022-07-05,1000412.2443940146,-0.00010494422709150797
2022-07-06,1000483.4301436313,7.11564157831468e-05
2022-07-07,1000439.0927404808,-4.4315979470188616e-05
2022-07-08,1000503.415044274,6.429407273267351e-05
2022-07-11,1000571.268341068,6.78191556107155e-05
2022-07-12,1000687.2800832182,0.00011594550615323662
2022-07-13,1000687.2800832182,0.0
2022-07-14,1000687.2800832182,0.0
2022-07-15,1000687.2800832182,0.0
2022-07-18,1000687.2800832182,0.0
2022-07-19,1000687.2800832182,0.0
2022-07-20,1000687.2800832182,0.0
2022-07-21,1000687.2800832182,0.0
2022-07-22,1000687.2800832182,0.0
2022-07-25,1000687.2800832182,0.0
2022-07-26,1000687.2800832182,0.0
2022-07-27,1000687.2800832182,0.0
2022-07-28,1000687.2800832182,0.0
2022-07-29,1000687.2800832182,0.0
2022-08-01,1000687.2800832182,0.0
2022-08-02,1000687.2800832182,0.0
2022-08-03,1000687.2800832182,0.0
2022-08-04,1000687.2800832182,0.0
2022-08-05,1000687.2800832182,0.0
2022-08-08,1000687.2800832182,0.0
2022-08-09,1000687.2800832182,0.0
2022-08-10,1000687.2800832182,0.0
2022-08-11,1000687.2800832182,0.0
2022-08-12,1000687.2800832182,0.0
2022-08-15,1000687.2800832182,0.0
2022-08-16,1000687.2800832182,0.0
2022-08-17,1000687.2800832182,0.0
2022-08-18,1000687.2800832182,0.0
2022-08-19,1000687.2800832182,0.0
2022-08-22,1000687.2800832182,0.0
2022-08-23,1000687.2800832182,0.0
2022-08-24,1000687.2800832182,0.0
2022-08-25,1000687.2800832182,0.0
2022-08-26,1000687.2800832182,0.0
2022-08-29,1000687.2800832182,0.0
2022-08-30,1000687.2800832182,0.0
2022-08-31,1000687.2800832182,0.0
2022-09-01,1000687.2800832182,0.0
2022-09-02,1000687.2800832182,0.0
2022-09-05,1000687.2800832182,0.0
2022-09-06,1000687.2800832182,0.0
2022-09-07,1000687.2800832182,0.0
2022-09-08,1000687.2800832182,0.0
2022-09-09,1000687.2800832182,0.0
2022-09-12,1000687.2800832182,0.0
2022-09-13,1000687.2800832182,0.0
2022-09-14,1000687.2800832182,0.0
2022-09-15,1000687.2800832182,0.0
2022-09-16,1000687.2800832182,0.0
2022-09-19,1000687.2800832182,0.0
2022-09-20,1000687.2800832182,0.0
2022-09-21,1000687.2800832182,0.0
2022-09-22,1000687.2800832182,0.0
2022-09-23,1000687.2800832182,0.0
2022-09-26,1000687.2800832182,0.0
2022-09-27,1000687.2800832182,0.0
2022-09-28,1000687.2800832182,0.0
2022-09-29,1000687.2800832182,0.0
2022-09-30,1000687.2800832182,0.0
2022-10-03,1000687.2800832182,0.0
2022-10-04,1000687.2800832182,0.0
2022-10-05,1000687.2800832182,0.0
2022-10-06,1000687.2800832182,0.0
2022-10-07,1000687.2800832182,0.0
2022-10-10,1000631.2800832182,-5.596153874898313e-05
2022-10-11,1000649.0425561448,1.7751266905285945e-05
2022-10-12,1000616.1461946676,-3.287502418747312e-05
2022-10-13,1000698.2936195291,8.209684120519256e-05
2022-10-14,1000682.0196119281,-1.6262651495235758e-05
2022-10-17,1000565.4405538047,-0.00011649960310933238
2022-10-18,1000366.2368744354,-0.00019909110518456785
2022-10-19,1000357.6433856772,-8.590342657988081e-06
2022-10-20,1000360.2028834363,2.558582698819478e-06
2022-10-21,1000409.6901772632,4.9469474779462175e-05
2022-10-24,1000465.282878885,5.556993516520059e-05
2022-10-25,1000518.3559330176,5.304837163344622e-05
2022-10-26,1000627.7348195177,0.0001093222186794307
2022-10-27,1000720.9987975818,9.320546974533883e-05
2022-10-28,1000615.9396070435,-0.00010498349756271619
2022-10-31,1000558.857858114,-5.7046611661948354e-05
2022-11-01,1000630.634691566,7.173674280958053e-05
2022-11-02,1000534.2445974912,-9.632934544767657e-05
2022-11-03,1000638.9719916052,0.0001046714739445509
2022-11-04,1000506.0157120255,-0.00013287137849049557
2022-11-07,1000486.0650817394,-1.9940540059382172e-05
2022-11-08,1000410.6031990456,-7.542522112757855e-05
2022-11-09,1000414.9835633931,4.378566494045444e-06
2022-11-10,1000470.7913998279,5.5784686706639164e-05
2022-11-11,1000568.8634357803,9.80258862082195e-05
2022-11-14,1000671.8266686857,0.00010290469418738901
2022-11-15,1000704.4881376831,3.26395408833946e-05
2022-11-16,1000643.5259462334,-6.091927454343615e-05
2022-11-17,1000643.5259462334,0.0
2022-11-18,1000643.5259462334,0.0
2022-11-21,1000643.5259462334,0.0
2022-11-22,1000643.5259462334,0.0
2022-11-23,1000643.5259462334,0.0
2022-11-24,1000643.5259462334,0.0
2022-11-25,1000643.5259462334,0.0
2022-11-28,1000643.5259462334,0.0
2022-11-29,1000643.5259462334,0.0
2022-11-30,1000643.5259462334,0.0
2022-12-01,1000643.5259462334,0.0
2022-12-02,1000643.5259462334,0.0
2022-12-05,1000643.5259462334,0.0
2022-12-06,1000643.5259462334,0.0
2022-12-07,1000643.5259462334,0.0
2022-12-08,1000643.5259462334,0.0
2022-12-09,1000643.5259462334,0.0
2022-12-12,1000643.5259462334,0.0
2022-12-13,1000643.5259462334,0.0
2022-12-14,1000643.5259462334,0.0
2022-12-15,1000643.5259462334,0.0
2022-12-16,1000643.5259462334,0.0
2022-12-19,1000643.5259462334,0.0
2022-12-20,1000643.5259462334,0.0
2022-12-21,1000643.5259462334,0.0
2022-12-22,1000643.5259462334,0.0
2022-12-23,1000643.5259462334,0.0
2022-12-26,1000643.5259462334,0.0
2022-12-27,1000643.5259462334,0.0
2022-12-28,1000643.5259462334,0.0
2022-12-29,1000643.5259462334,0.0
2022-12-30,1000643.5259462334,0.0
2023-01-02,1000643.5259462334,0.0
2023-01-03,1000643.5259462334,0.0
2023-01-04,1000643.5259462334,0.0
2023-01-05,1000643.5259462334,0.0
2023-01-06,1000643.5259462334,0.0
2023-01-09,1000643.5259462334,0.0
2023-01-10,1000643.5259462334,0.0
2023-01-11,1000643.5259462334,0.0
2023-01-12,1000643.5259462334,0.0
2023-01-13,1000643.5259462334,0.0
2023-01-16,1000643.5259462334,0.0
2023-01-17,1000643.5259462334,0.0
2023-01-18,1000643.5259462334,0.0
2023-01-19,1000643.5259462334,0.0
2023-01-20,1000643.5259462334,0.0
2023-01-23,1000643.5259462334,0.0
2023-01-24,1000643.5259462334,0.0
2023-01-25,1000643.5259462334,0.0
2023-01-26,1000643.5259462334,0.0
2023-01-27,1000643.5259462334,0.0
2023-01-30,1000587.5259462334,-5.596398572316197e-05
2023-01-31,1000503.4530626431,-8.402351759362325e-05
2023-02-01,1000500.0009933766,-3.4503321861834024e-06
2023-02-02,1000493.9546477303,-6.043323978244253e-06
2023-02-03,1000443.3799457996,-5.0549732655391644e-05
2023-02-06,1000430.5723032661,-1.2801966398301445e-05
2023-02-07,1000463.774267519,3.318767455939842e-05
2023-02-08,1000554.0764294151,9.026030149095199e-05
2023-02-09,1000649.1259133616,9.499684843183864e-05
2023-02-10,1000624.4903211994,-2.4619610934695224e-05
2023-02-13,1000602.9985704477,-2.1478337737690367e-05
2023-02-14,1000675.7153832181,7.267299106072933e-05
2023-02-15,1000670.4373679,-5.274451290171456e-06
2023-02-16,1000670.4373679,0.0
2023-02-17,1000670.4373679,0.0
2023-02-20,1000670.4373679,0.0
2023-02-21,1000670.4373679,0.0
2023-02-22,1000670.4373679,0.0
2023-02-23,1000670.4373679,0.0
2023-02-24,1000670.4373679,0.0
2023-02-27,1000670.4373679,0.0
2023-02-28,1000670.4373679,0.0
2023-03-01,1000670.4373679,0.0
2023-03-02,1000670.4373679,0.0
2023-03-03,1000670.4373679,0.0
2023-03-06,1000670.4373679,0.0
2023-03-07,1000670.4373679,0.0
2023-03-08,1000670.4373679,0.0
2023-03-09,1000670.4373679,0.0
2023-03-10,1000670.4373679,0.0
2023-03-13,1000670.4373679,0.0
2023-03-14,1000670.4373679,0.0
2023-03-15,1000670.4373679,0.0
2023-03-16,1000670.4373679,0.0
2023-03-17,1000670.4373679,0.0
2023-03-20,1000670.4373679,0.0
2023-03-21,1000670.4373679,0.0
2023-03-22,1000670.4373679,0.0
2023-03-23,1000670.4373679,0.0
2023-03-24,1000670.4373679,0.0
2023-03-27,1000670.4373679,0.0
2023-03-28,1000670.4373679,0.0
2023-03-29,1000670.4373679,0.0
2023-03-30,1000670.4373679,0.0
2023-03-31,1000670.4373679,0.0
2023-04-03,1000614.4373679,-5.5962480661753133e-05
2023-04-04,1000358.0080601845,-0.0002562718447177703
2023-04-05,1000399.1713883193,4.114859660564463e-05
2023-04-06,1000405.6293176434,6.455352532075409e-06
2023-04-07,1000402.9293748805,-2.6988480309464435e-06
2023-04-10,1000362.3775672149,-4.053547473215069e-05
2023-04-11,1000493.3353581332,0.00013091035194334744
2023-04-12,1000485.6155197686,-7.71603177329716e-06
2023-04-13,1000353.0654075115,-0.0001324857751084929
2023-04-14,1000241.3311539936,-0.00011169481794148783
2023-04-17,1000210.4262428227,-3.0897454652567546e-05
2023-04-18,1000295.8327163128,8.538850550787735e-05
2023-04-19,1000429.1686292466,0.00013329647947424306
2023-04-20,1000412.721110681,-1.644046283477696e-05
2023-04-21,1000511.7696868008,9.900771354631743e-05
2023-04-24,1000515.0785201506,3.3071408553908554e-06
2023-04-25,1000557.5169881112,4.241662007076208e-05
2023-04-26,1000559.2597993789,1.7418401623281454e-06
2023-04-27,1000559.2597993789,0.0
2023-04-28,1000559.2597993789,0.0
2023-05-01,1000503.2597993789,-5.5968698956632146e-05
2023-05-02,1000471.4286629929,-3.181512511252205e-05
2023-05-03,1000578.6980781871,0.00010721886914599743
2023-05-04,1000690.1137320156,0.000111351215094313
2023-05-05,1000502.1607460498,-0.00018782336648137665
2023-05-08,1000412.3628393029,-8.975283639567344e-05
2023-05-09,1000444.7267280061,3.2350548539339385e-05
2023-05-10,1000567.6635918152,0.00012288221480361017
2023-05-11,1000535.5300365668,-3.21153245479433e-05
2023-05-12,1000538.5523706042,3.020716353052677e-06
2023-05-15,1000595.8544337839,5.727121962850745e-05
2023-05-16,1000598.5543303803,2.698288809055427e-06
2023-05-17,1000642.8853310384,4.430448201864223e-05
2023-05-18,1000793.1596955875,0.00015017781743331682
2023-05-19,1000892.023929325,9.878588075840078e-05
2023-05-22,1000892.023929325,0.0
2023-05-23,1000892.023929325,0.0
2023-05-24,1000892.023929325,0.0
2023-05-25,1000892.023929325,0.0
2023-05-26,1000892.023929325,0.0
2023-05-29,1000836.023929325,-5.5950091179868267e-05
2023-05-30,1000868.7166275231,3.266538915092099e-05
2023-05-31,1000730.0441332408,-0.0001385521317416316
2023-06-01,1000624.9776177702,-0.00010498986823326284
2023-06-02,1000630.3656511244,5.384668057217823e-06
2023-06-05,1000660.1082156312,2.972382762678194e-05
2023-06-06,1000584.3175729734,-7.57406456353138e-05
2023-06-07,1000590.8859464494,6.564537701203577e-06
2023-06-08,1000669.3364471145,7.840417274129763e-05
2023-06-09,1000673.9259073561,4.5863904034604275e-06
2023-06-12,1000705.5487676107,3.1601563142524824e-05
2023-06-13,1000770.846840953,6.525203484963882e-05
2023-06-14,1000723.1547041329,-4.76554018040698e-05
2023-06-15,1000617.4186949944,-0.00010565960090114235
2023-06-16,1000625.4630920381,8.039433347262204e-06
2023-06-19,1000210.0150502572,-0.0004151883567874437
2023-06-20,996811.0392817371,-0.003398262082338177
2023-06-21,987990.7385133692,-0.00884851834578737
2023-06-22,985657.5992259686,-0.0023614991481715197
2023-06-23,985026.6326130169,-0.0006401478702616759
2023-06-26,988966.9125727166,0.004000176065541705
2023-06-27,989158.4256476783,0.0001936496282404221
2023-06-28,989351.496132148,0.00019518661466522147
2023-06-29,989306.5086655797,-4.5471671841768035e-05
2023-06-30,989072.1227415607,-0.00023691941978143394
2023-07-03,988942.4086570989,-0.0001311472454630369
2023-07-04,985250.7489960911,-0.0037329369523355638
2023-07-05,984978.0162136258,-0.0002768156053097881
2023-07-06,983810.0317297786,-0.001185797514889786
2023-07-07,984355.2721728121,0.0005542131361222502
2023-07-10,984647.242184314,0.0002966104004882286
2023-07-11,983584.6149714527,-0.0010791958453099104
2023-07-12,986768.7508485317,0.0032372770259032624
2023-07-13,983743.1527078035,-0.0030661673650755894
2023-07-14,982103.5391054159,-0.0016667090366774273
2023-07-17,982680.2886479713,0.0005872594075782001
2023-07-18,983303.8672534337,0.0006345691601490344
